Name,Symbol,ISIN,WKN,Exchange,UsSymbol
AG Mortgage Investm.Trust Inc.,8AG,US0012281053,A1JLMZ,XFRA,MITT
"AGASTI HOLDING NK -,18",B7Z,NO0003108102,983757,XFRA,
AGAT EJENDOMME NAM. DK 1,2TD,DK0010258995,918853,XFRA,
AGATOS S.P.A.,5JS1,IT0005421919,A2QETF,XFRA,
AGBA ACQUISITION COMP.UT,AA7,VGG0120M1335,A2PKSJ,XFRA,
"AGBA ACQUISITION DL-,001",AA7B,VGG0120M1095,A2QDMN,XFRA,
Agco Corp.,AGJ,US0010841023,888282,XETR,AGCO
AGEAGLE AERIAL SYS DL-001,29ZA,US00848K1016,A2JG1L,XFRA,UAVS
AGEAS SA/NV Actions Nominatives o.N.,FO4N,BE0974264930,A1J1DR,XFRA,
"AGENUS INC. DL-,01",AJ81,US00847G7051,A1JLKZ,XFRA,AGEN
"AGEX THERAPEUTI. DL0,0001",0X4,US00848H1086,A2N8PC,XFRA,AGE
AGF A/S NAM.,5IN,DK0010263722,925542,XFRA,
AGF MANAGEMENT 'B',A3J,CA0010921058,861655,XFRA,
Agfa-Gevaert N.V.,AGE,BE0003755692,920872,XFRA,
Aggreko PLC,4A4B,GB00BK1PTB77,A1XFZR,XFRA,
Agile Property Holdings Ltd.,A8P,KYG011981035,A0ES62,XFRA,
AGILE THERAPEUTIC.DL-0001,0AL,US00847L1008,A1135H,XFRA,AGRX
Agilent Technologies Inc.,AG8,US00846U1016,929138,XFRA,A
AGILYSYS INC.,PS3,US00847J1051,913094,XFRA,AGYS
Agios Pharmaceuticals Inc.,8AP,US00847X1046,A1W2RM,XFRA,AGIO
AGJUNCTION INC.,5TK,CA00847V1085,A1WZRL,XFRA,
AGL Energy Ltd.,N9Z1,AU000000AGL7,A12FQM,XFRA,
"AGNC INV.CORP. DL-,001",4OQ1,US00123Q1040,A2AR58,XETR,AGNC
Agnico-Eagle Mines Ltd.,AE9,CA0084741085,860325,XFRA,
AGORA HOSPITALITY GP CO.,3R8,JP3561200001,913859,XFRA,
AGORA INC. SP.ADS/4 CL.A,9AG1,US00851L1035,A2P7ZM,XFRA,API
AGRAFLORA ORGAN. INTL,PU31,CA00851F1062,A2N9KA,XFRA,
AGRANA BET.AG INH.,AGB2,AT000AGRANA3,A2NB37,XETR,
AGRARIUS AG INH. O.N.,AU2,DE000A2BPL90,A2BPL9,XETR,
Agree Realty Corp.,AGL,US0084921008,890700,XFRA,AGL
AGRICULT.BK H.ADR/25 YC 1,EK7A,US00850M1027,A1C6VW,XFRA,ACGBY
AGRICULTURAL BANK OF CHINA 'H',EK7,CNE100000Q43,A1C024,XFRA,
AGRIMIN LTD,3CL,AU000000AMN1,A12GWN,XFRA,
"AGRITRADE RES HD-,025",KWN1,BMG0130N1130,A2JBZD,XFRA,
AGROB IMMOB.AG ST,AGR,DE0005019004,501900,XFRA,
AGROB IMMOB.AG VZO,AGR3,DE0005019038,501903,XFRA,
"AGROFRESH SOLUT. DL-,0001",35X,US00856G1094,A14XME,XFRA,AGFS
"AGROGENERATION INH.EO-,05",81E,FR0010641449,A1CTQQ,XFRA,
"AGUIA RES LTD AD-,20",5N91,AU000000AGR4,A1C58J,XFRA,
AGUILA AMERICAN GOLD,AGP2,CA0086313016,A2DR6E,XFRA,
"AH BELO CORP. A DL-,01",1KB,US0012821023,A0NDN6,XFRA,AHC
AHLERS AG NA O.N.,AAH,DE0005009740,500974,XFRA,
AHLSTROM-MUNKSJOE OYJ,M9O,FI4000048418,A1J8XD,XFRA,
"AHOLD DELHAI.ADR16 EO-,25",AHOD,US5004675014,A2AJ7G,XFRA,ADRNY
"AHOLD DELHAIZE,KON.EO-,01",AHOG,NL0011794037,A2ANT0,XETR,
AI-ML INNOVATIONS INC.,42FB,CA00143Y1034,A2QMBE,XFRA,
AIA GROUP,7A2,HK0000069689,A1C7F3,XFRA,
AIA GROUP LTD SP.ADR/4,7A2S,US0013172053,A1JQAX,XFRA,AAGIY
"AIB GROUP PLC EO -,625",A5G,IE00BF0L3536,A2DW7N,XFRA,
AIC MINES LTD,HLS,AU0000049033,A2PL8P,XFRA,
AIFINYO AG INH O.N.,EBE,DE000A2G8XP9,A2G8XP,XETR,
AIFUL,AAU,JP3105040004,908364,XFRA,
"AIKIDO PHARMA DL-,01",BP2M,US0088751062,A2P1UN,XFRA,AIKI
"AILERON THERAP. DL-,001",015,US00887A1051,A2DUEV,XFRA,ALRN
AIM IMMUNOTECH INC.,HXB2,US00901B1052,A2PREX,XFRA,AIM
AIMIA,GA7,CA00900Q1037,A1JX59,XFRA,
AIMING INC.,AIM,JP3161050004,A14P06,XFRA,
AINO HEALTH AB O.N.,50V,SE0009242555,A2DHVP,XFRA,
Air Berlin PLC ,AB1,GB00B128C026,AB1000,XFRA,
Air Canada Inc. (Variable Vtg) o.N.,ADH2,CA0089118776,A12EGF,XFRA,
AIR CHINA H,AD2,CNE1000001S0,A0M4WT,XFRA,
AIR CHINA LTD H ADR/20,AD2B,US00910M1009,A0J3TG,XFRA,AIRYY
Air France-KLM,AFR,FR0000031122,855111,XFRA,
"AIR FRANCE-KLM ADR EO 8,5",FQZ,US0091191082,A0CA0N,XFRA,AFLYY
AIR LEASE,AVLA,US00912X3026,A1H92R,XFRA,AL
AIR LIQUIDE ADR 1/5/EO 11,AILA,US0091262024,920921,XFRA,AIQUY
Air Liquide S.A.,AIL,FR0000120073,850133,XETR,
AIR NEW ZEALAND O.N.,BZU,NZAIRE0001S2,881317,XFRA,
"AIR PARTNER PLC LS-,01",501,GB00BD736828,A2DKCS,XFRA,
Air Products & Chemicals Inc.,AP3,US0091581068,854912,XETR,APD
"AIR T. INC. DL-,25",GXT,US0092071010,867968,XFRA,AIRT
"AIR TRANSPORT SVC.DL -,01",AW8,US00922R1059,A0Q2GH,XFRA,ATSG
Air Water Inc.,0AW,JP3160670000,864506,XFRA,
Airbnb Inc.,6Z1,US0090661010,A2QG35,XETR,ABNB
AIRBOSS OF AMERICA,2S1,CA00927V2003,887227,XFRA,
Airbus Group N.V. (ADRs),AIRA,US0092791005,A1XBMK,XFRA,EADSY
Airbus SE,AIR,NL0000235190,938914,XETR,
"AIRESIS NA SF 0,25",HPJN,CH0010947627,890218,XFRA,
"AIRGAIN INC. DL-,0001",6LV,US00938A1043,A2AQKX,XFRA,AIRG
AIRNET TECHN. ADR 10,4ARB,US00941Q1040,A2PL4Q,XFRA,ANTE
AIRPORTS O.THAI-FOR- BA 1,TX3A,TH0765010Z16,A2DLST,XFRA,
AIRPORTS THAIL.-NVDR-BA10,NYVQ,TH0765010R16,A0B5VL,XFRA,
"AIRTEL AFRICA PLC DL -,50",9AA,GB00BKDRYJ47,A2PM3F,XFRA,
"AIRTIF.INTEL.STR. EO-,09",IRG,ES0152768612,A0LBGE,XFRA,
Aisin Seiki Co. Ltd.,AKN,JP3102000001,863680,XFRA,
AIXTRON SE,AIXA,DE000A0WMPJ6,A0WMPJ,XETR,
AIXTRON SE (UNSP.ADR/2),AIX2,US0096062031,A2QE5P,XFRA,AIIXY
AIXTRON SE NA O.N. NEUE,AIXN,DE000A3H3MC9,A3H3MC,XETR,
"AJ BELL PLC (WI) -,000125",3FY,GB00BFZNLB60,A2PAS5,XFRA,
AJ LUCAS GROUP LTD,FW9,AU000000AJL1,577571,XFRA,
Ajinomoto Co. Inc.,AJI,JP3119600009,853681,XFRA,
AJISEN(CHINA)HOLDINGS,AJN,KYG0192S1093,A0MM01,XFRA,
AJN RESOURCES INC. O.N.,5AT,CA00149L1058,A2JN3M,XFRA,
Akamai Technologies Inc.,AK3,US00971T1016,928906,XETR,AKAM
"AKARI THER.ADR/100 LS-,01",CLAB,US00972G1085,A140KV,XFRA,AKTX
Akasol AG,ASL,DE000A2JNWZ9,A2JNWZ,XETR,
Akastor ASA,KY7,NO0010215684,A0B97B,XFRA,
AKATSUKI INC.,7QT,JP3107000006,A2AP8B,XFRA,
AKBANK T.A.S. ADR/2,AKB2,US0097195012,A0D9US,XFRA,AKBTY
AKEBIA THERAPEUT.DL-00001,AX9,US00972D1054,A1XF0S,XFRA,AKBA
AKER ASA A NK 28,FKM,NO0010234552,A0B8L8,XFRA,
"AKER SOLUTIONS ASA NK1,08",1AKA,NO0010716582,A12A18,XFRA,
"AKERO THEREP.INC.DL-,0001",0K4,US00973Y1082,A2PLNP,XFRA,AKRO
"AKERS BIOS. DL-,01",DQS3,US00973E4098,A2PUPQ,XFRA,AKER
AKESO INC. O.N.,4RY,KYG0146B1032,A2P200,XFRA,
"AKKA TECHS INH. EO 1,53",AF5,FR0004180537,A0D94W,XFRA,
AKKO INVEST PLC UF 25,8PL2,HU0000170824,A2PUCL,XFRA,
"AKOUSTIS TECHN. DL-,001",AVH,US00973N1028,A2DTX6,XFRA,AKTS
AKTIA BANK PLC A,2A41,FI4000058870,A1W1T4,XFRA,
Aktsion. Finans. Korp. Sistema GDRs Reg.S,KO71,US48122U2042,A0D8DX,XFRA,JSFCF
AKVA GROUP ASA NK 1,3QI,NO0003097503,A0LEQU,XFRA,
"AKWEL S.A. INH. EO 0,8",MW4,FR0000053027,893730,XFRA,
"AKZO NOBEL EO 0,5",AKU1,NL0013267909,A2PB32,XFRA,
AKZO NOBEL SPONS.ADRS 1/3,AKUP,US0101995035,A2PDLD,XFRA,AKZOY
AL LEGAL GROUP LTD,N1R,AU0000048001,A2PLTD,XFRA,
AL NOOR HOSP.GROUP LS-10,MO4,GB00B8HX8Z88,A1W0TP,XFRA,
ALADDIN HLTHC.TECH. O.N.,NMI,DE000A12ULL2,A12ULL,XETR,
"ALAMO GRP INC. DL-,10",AL3,US0113111076,886106,XFRA,ALG
ALAMOS GOLD (NEW),1AL,CA0115321089,A14WBB,XFRA,
ALARA RESOURCES LTD.,AU5,AU000000AUQ7,A0MQVB,XFRA,
ALARIS EQ.PRT.INC.TR.REGS,5UK,CAC010971017,A2QCP9,XFRA,
ALARM.COM HOLDINGS INC.,3RL,US0116421050,A14VCL,XFRA,ALRM
ALASKA AIR GROUP,ALK,US0116591092,869843,XFRA,ALK
"ALASKA COMM SYS H. DL-,01",QLA,US01167P1012,929382,XFRA,ALSK
"ALBA MINERAL RES LS-,0001",9AB,GB00B06KBB18,A0EQ18,XFRA,
ALBA SE,ABA,DE0006209901,620990,XFRA,
"ALBANY INTL A DL-,001",AII,US0123481089,874315,XFRA,AIN
ALBEMARLE,AMC,US0126531013,890167,XETR,ALB
ALBERTON ACQUSITION,AJG,VGG350061088,A2QDML,XFRA,
ALBERTSONS COS INC.DL-001,27S,US0130911037,A14YJM,XETR,ACI
Albioma,33S,FR0000060402,659082,XFRA,
"ALBIREO PHARMA DL -,01",BDQM,US01345P1066,A2DF99,XFRA,ALBO
ALBIS Leasing AG,ALG,DE0006569403,656940,XETR,
ALCHEMIST MINING NEW,AMX,CA01374P2098,A113QF,XFRA,
Alchemy Resources Ltd.,45A,AU000000ALY0,A0M162,XFRA,
"ALCHIMIE EO 1,-",922,FR0014000JX7,A2QJ1Z,XFRA,
ALCOA CORP. O.N.,185,US0138721065,A2ASZ7,XETR,AA
"ALCON AG NAM. SF -,04",2U3,CH0432492467,A2PDXE,XETR,
"ALD EO 1,50",3AL,FR0013258662,A2DSXM,XFRA,
"ALDEYRA THERAPEUT.DL-,001",137,US01438T1060,A111X8,XFRA,ALDX
ALEAFIA HEALTH INC.,ARAH,CA01444Q1046,A2JHC5,XFRA,
ALECTOR INC.,0Z2,US0144421072,A2PCBM,XFRA,ALEC
"ALEFARM BREWING DK-,05",902,DK0061407699,A2QJUN,XFRA,
ALELION ENERG SYST AB,2FZ,SE0008348072,A2AM0Z,XFRA,
ALERION CLEANPOWER,FCW3,IT0004720733,A1JAJM,XFRA,
ALERUS FINANCIAL CORP.DL1,5QD,US01446U1034,A0YG96,XFRA,ALRS
ALEXANDER + BALDWIN,ABU,US0144911049,A1J0RZ,XFRA,ALEX
ALEXANDER'S INC. DL 1,AXE,US0147521092,857899,XFRA,ALX
ALEXANDERWERK AG O.N.,ALX,DE0005032007,503200,XFRA,
ALEXANDRIA RLST.EQTIES.,A6W,US0152711091,907179,XFRA,ARE
Alexco Resource Corp.,J6W,CA01535P1062,A0JKUP,XFRA,
Alexion Pharmaceuticals Inc.,AXP,US0153511094,899527,XETR,ALXN
Alexium International Grp Ltd.,E7T,AU000000AJX6,A1CTT8,XFRA,
"ALFA FIN.SOFTW.HL.LS-,001",A9F,GB00BDHXPG30,A2DSNR,XFRA,
ALFA LAVAL,AA9,SE0000695876,577335,XFRA,
"ALFEN N.V. EO -,10",703,NL0012817175,A2JGMQ,XETR,
ALGERNON PHARMACEUT. A,AGW,CA01559R1038,A2PEGU,XFRA,
ALGOMA CENTRL CORP. CD 2,ACH,CA0156441077,850177,XFRA,
ALGONQUIN POWER & UTILITIES,751,CA0158571053,A0YDAV,XFRA,
ALIANZA MINERALS,T921,CA0160951012,A14SN6,XFRA,
ALIB.HL.INF.TEC.UNSP.ADR,TWYA,US01609Y1082,A2P27V,XFRA,ALBBY
Alibaba Group (ADR),AHLA,US01609W1027,A117ME,XETR,BABA
ALIBABA GROUP HLDG LTD,2RR,KYG017191142,A2PVFU,XFRA,
ALIBABA HLTH INFO.T.HD-01,TWY,BMG0171K1018,A12EAP,XFRA,
ALIBABA PICTURES GR.HD-25,CBW,BMG0171W1055,A119V1,XFRA,
ALIEN METALS LTD.,I3A1,VGG017351021,A2N4F4,XFRA,
Align Technology Inc.,AFW,US0162551016,590375,XETR,ALGN
"ALIGOS THERAPEUT. DL-,01",5WK,US01626L1052,A2QCEK,XFRA,ALGS
ALIMAK GROUP AB (PUBL),2GP,SE0007158910,A14UNX,XFRA,
ALIMENTATION C.T. MUL.VTG,CJA0,CA01626P3043,A0HFW4,XFRA,
ALIMENTATION CCH.TARD,CJA,CA01626P4033,908225,XFRA,
"ALIMERA SCIENCES DL-,01",ASZ1,US0162592028,A2PVHE,XFRA,ALIM
ALIOR BANK,A6O,PLALIOR00045,A1J9PZ,XFRA,
ALITHYA GROUP INC.,0QZ,CA01643B1067,A2N8S4,XFRA,
ALK-ABELLO,4AJ,DK0060027142,A0H0J1,XFRA,
"ALKALINE WTR CO. DL -,001",AWJA,US01643A2078,A2AAD1,XFRA,WTER
Alkane Resources Ltd.,AK7,AU000000ALK9,863617,XFRA,
All for One Group SE,A1OS,DE0005110001,511000,XETR,
"ALLAKOS INC. DL-,001",37Z,US01671P1003,A2JQTK,XFRA,ALLK
"ALLARITY THERAP.NA.DK-,05",ONQ,DK0060732477,A2AH3F,XFRA,
ALLEGHANY,AGA,US0171751003,872718,XFRA,Y
Allegheny Technologies Inc.,ATD,US01741R1023,931083,XETR,ATI
"ALLEGIANT TRAVEL DL-,001",AGH,US01748X1028,A0LFDN,XFRA,ALGT
ALLEGRO.EU SA,AL0,LU2237380790,A2QEGF,XFRA,
"ALLENA PHARMAC. DL -,001",0PJ,US0181191075,A2H8TL,XFRA,ALNA
"ALLERGY THER. PLC LS-,001",HHU,GB00B02LCQ05,A0EAWN,XFRA,
ALLETE,AEBA,US0185223007,A0DJ2T,XFRA,ALE
Allgeier SE,AEIN,DE000A2GS633,A2GS63,XETR,
Alliance Data Systems Corp.,LID,US0185811082,934251,XFRA,ADS
ALLIANCE GROWERS O.N.,1LA,CA01861C1095,A2DFYX,XFRA,
ALLIANCE MINING CORP.,X9E1,CA01863P2070,A2QEW8,XFRA,
"ALLIANCE PHARMA LS-,01",DVL,GB0031030819,913253,XFRA,
Alliance Resources Ltd.,A5P,AU000000AGS2,891827,XFRA,
Alliant Energy Corp.,AY1,US0188021085,855870,XFRA,LNT
Allianz SE,ALV,DE0008404005,840400,XETR,
ALLIANZ SE NA O.N. NEUE,ALVN,DE000A3H23N4,A3H23N,XETR,
ALLIANZ SE UNSP.ADR 1/10,ALVE,US0188201000,A2PXV5,XFRA,ALIZY
"ALLIED ELECTR. A RC-,02",RY7A,ZAE000191342,A12AQ1,XFRA,
"ALLIED HEALTHCARE DL-,01",AWI1,US0192222075,A2DHZS,XFRA,AHPI
ALLIED MOTION TECHS DL-01,HWY,US0193301092,157493,XFRA,AMOT
ALLIED PROP.REAL EST. UTS,5G8,CA0194561027,251085,XFRA,
ALLIGATOR BIOSC. AB O.N.,7AL,SE0000767188,A2AN1Z,XFRA,
Allison Transmission Hldg.Inc.,1A7,US01973R1014,A1JGSV,XFRA,ALSN
"ALLOT COMMUNICAT. DL-,01",AG6,IL0010996549,A0LE7C,XFRA,
ALLREAL HLDG,AZ4N,CH0008837566,935276,XFRA,
ALLSCRIPTS HEALTHCARE SLTN.,AL21,US01988P1084,607917,XFRA,MDRX
Allstate Corp.,ALS,US0200021014,886429,XETR,ALL
Ally Financial Inc.,GMZ,US02005N1000,A1W2MF,XETR,ALLY
ALM. BRAND A/S NAM. DK 10,1AM,DK0015250344,886785,XFRA,
ALMADEN MINERALS,A4E1,CA0202833053,A14X2Z,XFRA,
"ALMIRALL S.A. EO -,12",E2Z,ES0157097017,A0MU8Y,XFRA,
ALMONTY INDUSTRIES INC.,ALI,CA0203981034,A1JSSD,XETR,
"ALNYLAM PHARMACE.DL-,0001",DUL,US02043Q1076,A0CBCK,XETR,ALNY
ALORO MNG CORP.,4LPP,CA02053E1016,A2JENY,XFRA,
ALPEK,27A,MX01AL0C0004,A1JXQ2,XFRA,
Alpha & Omega Semiconductor,AOY,BMG6331P1041,A1CXBR,XFRA,
"ALPHA BANK ADR1/4/EO 3,90",ACBC,US02071M5076,A2AAAX,XFRA,ALBKY
"ALPHA BANK EO -,30",ACBB,GRS015003007,A2AA50,XFRA,
"ALPHA GROWTH PLC -,001",678,GB00BYWKBC49,A2JAJV,XFRA,
ALPHA LITHIUM CORP.,2P62,CA02075W1059,A2PNLY,XFRA,
Alpha Pro Tech Ltd.,APL,US0207721095,907487,XFRA,APT
ALPHA SYSTEMS INC.,AN5,JP3126330004,920376,XFRA,
Alphabet Inc. Class A,ABEA,US02079K3059,A14Y6F,XETR,GOOGL
Alphabet Inc. Class C,ABEC,US02079K1079,A14Y6H,XETR,GOOG
ALPHAMAB ONCOLO.DL-000002,3NK,KYG0330A1013,A2PWDV,XFRA,
ALPHAMIN RES CORP.,21L,MU0456S00006,A12GSG,XFRA,
ALPHATEC HOLDINGS INC.,L1Z1,US02081G2012,A2AP5V,XFRA,ATEC
"ALPINE IMMUNE SCI.DL-,001",34LA,US02083G1004,A2DU89,XFRA,ALPN
Alps Electric Co. Ltd.,ALE,JP3126400005,856461,XFRA,
ALS Ltd.,CP4,AU000000ALQ6,A1J2YC,XFRA,
ALSEA,4FU,MXP001391012,A0JL36,XFRA,
"ALSET EHOME INTL DL-,001",42A0,US02116A1043,A2QNZR,XFRA,AEI
ALSO HOLDING AG SF 1,9AS,CH0024590272,A0JJW1,XFRA,
ALSTOM S.A.,AOMD,FR0010220475,A0F7BK,XETR,
ALSTOM S.A. UNSP.ADR 1/10,AOMU,US0212442075,A1CS4B,XFRA,ALSMY
alstria office REIT-AG,AOX,DE000A0LD2U1,A0LD2U,XETR,
ALTA ZINC LTD,8EE,AU000000AZI3,A2H82D,XFRA,
ALTAGAS,AQ3,CA0213611001,A1C08S,XFRA,
ALTAI RES INC.,1IA,CA02136K1084,893520,XFRA,
ALTAIR ENGINEERING INC.,8A2,US0213691035,A2DYPC,XFRA,ALTR
ALTAIR RES INC.,90AA,CA02137W2004,A2N6T0,XFRA,
ALTAMIRA GOLD,T6UP,CA02139L1031,A2DQE7,XFRA,
ALTAREA S.C.A.,XAL,FR0000033219,881381,XFRA,
ALTECH ADV.MAT. NA O.N.,AMA1,DE000A2LQUJ6,A2LQUJ,XFRA,
ALTECH CHEMICALS LTD,A3Y,AU000000ATC9,A12E90,XFRA,
Alten S.A.,AN3,FR0000071946,918312,XFRA,
ALTERITY THERAPEUT. LTD,PBN,AU0000043945,A2PHDZ,XFRA,
ALTERITY THERAPEUT.ADR/60,PBNN,US02155X1063,A2PG30,XFRA,ATHE
ALTERNATE HEALTH CORP.,2AN,CA02090B1022,A2DTJ6,XFRA,
Alteryx,3AI,US02156B1035,A2DME9,XETR,AYX
ALTIA OYJ,28Q,FI4000292438,A2JG1R,XFRA,
"ALTICE USA CL.A DL-,01",15PA,US02156K1034,A2DTR8,XFRA,ATUS
"ALTIMMUNE INC. DL-,0001",3G0,US02155H2004,A2N5Z6,XFRA,ALT
ALTIPLANO METALS INC.,9AJ1,CA02156R1082,A2JNFG,XFRA,
"ALTITUDE GROUP LS-,004",D9E,GB00B0LSFV82,A0HHJV,XFRA,
ALTIUM LTD.,A5V,AU000000ALU8,924627,XFRA,
Altius Minerals Corp.,VTM,CA0209361009,172912,XFRA,
ALTIUS RENEWABLE ROYALT.,7VZ,CA02156G1028,A2QQFT,XFRA,
"ALTO INGREDIENTS DL-,015",FPR,US0215131063,A2QMJY,XFRA,ALTO
"ALTRA INDL MOTION DL-,001",XQB,US02208R1068,A0LGD8,XETR,AIMC
"ALTRI SGPS NAM. EO-,125",ACJ,PTALT0AE0002,A0D8NY,XFRA,
Altria Group Inc.,PHM7,US02209S1033,200417,XETR,MO
ALTURA ENERGY INC,7F4,CA02210D1033,A2JKWR,XFRA,
ALTURA MINING LTD,HDG,AU000000AJM9,A0YFNJ,XFRA,
ALTUS GROUP LTD,53U,CA02215R1073,A1H5H7,XFRA,
"ALTYNGOLD PLC LS -,10",FPP0,GB00BMH19X50,A2QJES,XFRA,
"ALUMASC GRP PLC LS -,125",0JL,GB0000280353,907523,XFRA,
"ALUMETAL SA A,B,C ZY -,10",9SF,PLALMTL00023,A117WQ,XFRA,
"ALUMEXX N.V. NAM. EO-,10",NE8F,NL0012194724,A2DQTP,XFRA,
"ALUMIL ALU.IND.SA EO 0,37",A3A,GRS289103004,911464,XFRA,
ALUMINA LTD SP. ADR/4,WMC,US0222051080,164287,XFRA,AWCMY
Alumina Ltd.,WMC1,AU000000AWC3,164281,XFRA,
ALUMINUM CORP OF CHINA ADR,AOCA,US0222761092,982495,XFRA,ACH
ALUMINUM CORP OF CHINA H,AOC,CNE1000001T8,A0M4WU,XFRA,
ALVOPETRO ENERGY,A6Y,CA02255Q1000,A1W90K,XFRA,
ALX RESOURCES CORP.,6LLN,CA00165X1087,A2PX5L,XFRA,
ALZCHEM GROUP AG INH O.N.,ACT,DE000A2YNT30,A2YNT3,XETR,
ALZECURE PHARMA AB,AC6,SE0010133785,A2N951,XFRA,
ALZINOVA AB,78D,SE0007413455,A2N87T,XFRA,
AM RESOURCES CORP.,76A,CA00179A1021,A2N7A3,XFRA,
AM.AXLE + MFG HLDGS DL-01,AYA,US0240611030,918692,XFRA,AXL
"AM.CAR-MART DL-,01",HC9,US03062T1051,889634,XFRA,CRMT
AMA GROUP LTD.,KC7,AU000000AMA8,A0KEP5,XFRA,
Amada Co. Ltd.,AA2,JP3122800000,858465,XFRA,
Amadeus Fire AG,AAD,DE0005093108,509310,XETR,
AMADEUS IT GRP ADR EO-001,AI3B,US02263T1043,A1C6ZQ,XFRA,AMADY
Amadeus IT Holding S.A.,AI3A,ES0109067019,A1CXN0,XFRA,
"AMALGAMATED FIN. DL-,01",A0B0,US0226711010,A2QQBH,XFRA,AMAL
amalphi AG,AMI,DE0008131350,813135,XETR,
AMANI GOLD LTD,B7BA,AU000000ANL3,A2DJ27,XFRA,
AMARC RES LTD,AQ5,CA0229121094,907038,XFRA,
Amarillo Gold Corp.,72A,CA02301T1084,A0HGAU,XFRA,
Amarin Corp. PLC (ADR),EH3A,US0231112063,A0NBNG,XFRA,AMRN
AMASTEN HOLDING AB SK 4,4M2B,SE0005034550,A1J8U3,XFRA,
"AMAX INTL HLDGS HD-,20",MFNC,BMG0252A1053,A1W8TX,XFRA,
AMAYSIM AUSTRALIA LTD,BRJ,AU000000AYS5,A14VZA,XFRA,
Amazon.com Inc.,AMZ,US0231351067,906866,XETR,AMZN
"AMBAC FINL GRP NEW DL-,01",FGPN,US0231398845,A1T95E,XFRA,AMBC
Ambarella Inc.,A8B,KYG037AX1015,A1J58B,XFRA,
AMBEA AB O.N.,6MA,SE0009663826,A2DN2N,XFRA,
AMBEV S.A.,AMNA,US02319V1035,A1W749,XFRA,ABEV
"AMBIENTHESIS EO -,52",SJW,IT0001042297,910867,XFRA,
"AMBU A/S NAM. B DK -,50",547A,DK0060946788,A2JAHY,XFRA,
AMC ENTERTAINMENT HLDGS A,AH9,US00165C1045,A1W90H,XFRA,AMC
AMC NETWORKS,9AC,US00164V1035,A1JBRG,XFRA,AMCX
Amcor Ltd.,485B,AU000000AMC4,A2PMGB,XFRA,
"AMCOR PLC DL -,01",485,JE00BJ1F3079,A2PKFL,XFRA,
Amdocs Ltd.,AOS,GB0022569080,915119,XFRA,
"AMEDISYS INC. DL-,001",ADY,US0234361089,915582,XFRA,AMED
AMER. EQU. INV. LIFE,AM5,US0256762065,914349,XFRA,AEL
AMER. PACIFIC MINING CORP,1QC1,CA0287912004,A2P26D,XFRA,
AMER. SHARED HOSP. SERV.,AZS,US0295951059,874991,XFRA,AMS
"AMER. SOFTWARE A DL-,10",ADWA,US0296831094,868053,XFRA,AMSWA
Amer. Superconductor Corp.,AMS1,US0301112076,A14QX0,XFRA,AMSC
AMER. WOODMARK CORP.,AHQ,US0305061097,871501,XFRA,AMWD
"AMERAN.BANCORP B DL-,10",0KZ,US0235762004,A2QN8D,XFRA,AMTBB
"AMERAN.BANCORP CL.A DL-,1",0KZA,US0235761014,A2PMA9,XFRA,AMTB
AMERCO,AUK,US0235861004,904412,XFRA,UHAL
Ameren Corp.,AE4,US0236081024,911535,XETR,AEE
Ameresco Inc. Cl.A,4AM,US02361E1082,A1C2FD,XFRA,AMRC
AMERICA MOVIL A ADR/20,MV9A,US02364W2044,603116,XFRA,AMOV
AMERICA MOVIL L ADR/20,MV9L,US02364W1053,603115,XFRA,AMX
AMERICAN AIRES INC.,A5A,CA02377G1054,A2PUXC,XFRA,
American Airlines Group Inc.,A1G,US02376R1023,A1W97M,XETR,AAL
AMERICAN CAMPUS COMMNS.,FGA,US0248351001,A0B7TP,XFRA,ACC
AMERICAN CREEK RESOURCES,OAC0,CA0252883099,A2QP1X,XFRA,
AMERICAN CUMO MNG,LT8,CA0253081073,A1KBFU,XFRA,
American Eagle Outfitters Inc.,AFG,US02553E1064,897113,XFRA,AEO
American Electric Power Co. Inc.,AEP,US0255371017,850222,XETR,AEP
American Express Co.,AEC1,US0258161092,850226,XETR,AXP
AMERICAN FINL.GP.OHIO,QFI,US0259321042,894969,XFRA,AFG
American International Grp Inc,AINN,US0268747849,A0X88Z,XETR,AIG
AMERICAN LITHIUM,5LA1,CA0272592092,A2DWUX,XFRA,
AMERICAN MANGANESE INC.,2AM,CA02735A1057,A0YJSR,XFRA,
AMERICAN NATL BANCSH. DL1,NBR,US0277451086,657837,XFRA,AMNB
"AMERICAN NATL GRP DL-,01",2G8,US02772A1097,A2P8BC,XFRA,ANAT
"AMERICAN PUBLIC ED.DL-,01",51A,US02913V1035,A0M613,XFRA,APEI
AMERICAN RARE EARTHS,1BHA,NZARRE0004S7,A2P8A0,XFRA,
AMERICAN SHIPPING CO.NK10,X5A,NO0010272065,A0ETG1,XFRA,
"AMERICAN STAT.WTR DL 2,50",FDK,US0298991011,881720,XFRA,AWR
American Tower REIT Inc.,A0T,US03027X1000,A1JRLA,XETR,AMT
"AMERICAN VANGUARD DL-,10",AVJ,US0303711081,675543,XFRA,AVD
AMERICAN WATER WORKS,AWC,US0304201033,A0NJ38,XETR,AWK
AMERICAS GOLD+SILVER CORP,SZ71,CA03062D1006,A2PRX2,XFRA,
"AMERICOLD RLTY TR. DL-,01",YAR,US03064D1081,A0Q9XQ,XETR,COLD
